,/devices#IntGW-01/metrics/disk-device-write-latency,/devices#IntGW-01/metrics/cpu,/devices#IntGW-02/metrics/cpu,type,type_code,/time
1290,289245845456.0,2.570784847e+16,2.385419459e+16,tap-delay-start,7,2020-06-29 23:27:00
1291,0.0,2.570799897e+16,2.385433824e+16,tap-delay-stop,8,2020-06-29 23:28:00
1292,0.0,2.570814893e+16,2.385448972e+16,tap-delay-stop,8,2020-06-29 23:29:00
1293,289245845456.0,2.570829945e+16,2.385464125e+16,tap-delay-stop,8,2020-06-29 23:30:00
1294,0.0,2.570845161e+16,2.385479435e+16,tap-delay-stop,8,2020-06-29 23:31:00
1295,289249459991.0,2.570860387e+16,2.385494795e+16,tap-delay-stop,8,2020-06-29 23:32:00
1296,289249459991.0,2.570875622e+16,2.385510194e+16,tap-delay-start,7,2020-06-29 23:33:00
1297,0.0,2.570890895e+16,2.385524582e+16,tap-delay-start,7,2020-06-29 23:34:00
1298,289253527873.0,2.570906051e+16,2.385538847e+16,tap-delay-start,7,2020-06-29 23:35:00
1299,0.0,2.570921199e+16,2.38555298e+16,tap-delay-start,7,2020-06-29 23:36:00
1300,0.0,2.570936307e+16,2.385567286e+16,tap-delay-start,7,2020-06-29 23:37:00
1301,289257068525.0,2.570951368e+16,2.385581529e+16,tap-delay-start,7,2020-06-29 23:38:00
1302,289257068525.0,2.570966562e+16,2.385596496e+16,tap-delay-stop,8,2020-06-29 23:39:00
1303,0.0,2.570981716e+16,2.385611797e+16,tap-delay-stop,8,2020-06-29 23:40:00
1304,0.0,2.570996898e+16,2.385627136e+16,tap-delay-stop,8,2020-06-29 23:41:00
1305,0.0,2.571011951e+16,2.385642358e+16,tap-delay-stop,8,2020-06-29 23:42:00
1306,0.0,2.571027077e+16,2.385657638e+16,tap-delay-stop,8,2020-06-29 23:43:00
1307,0.0,2.571042289e+16,2.385672883e+16,tap-delay-start,7,2020-06-29 23:44:00
1308,289263494908.0,2.571057301e+16,2.385688024e+16,tap-delay-start,7,2020-06-29 23:45:00
1309,0.0,2.571072495e+16,2.385703382e+16,tap-delay-start,7,2020-06-29 23:46:00
1310,0.0,2.571087657e+16,2.38571874e+16,tap-delay-start,7,2020-06-29 23:47:00
1311,289267370250.0,2.571102807e+16,2.38573397e+16,tap-delay-start,7,2020-06-29 23:48:00
1312,0.0,2.571118021e+16,2.385749109e+16,tap-delay-stop,8,2020-06-29 23:49:00
1313,0.0,2.571133212e+16,2.385764442e+16,tap-delay-stop,8,2020-06-29 23:50:00
1314,289271151602.0,2.57114839e+16,2.385779798e+16,tap-delay-stop,8,2020-06-29 23:51:00
1315,289271534477.0,2.5711635e+16,2.385794927e+16,tap-delay-stop,8,2020-06-29 23:52:00
1316,0.0,2.571178588e+16,2.385810066e+16,tap-delay-stop,8,2020-06-29 23:53:00
1317,0.0,2.571193748e+16,2.385825367e+16,tap-delay-start,7,2020-06-29 23:54:00
1318,289275737723.0,2.57120881e+16,2.385840674e+16,tap-delay-start,7,2020-06-29 23:55:00
1319,289279401492.0,2.571224073e+16,2.385855969e+16,tap-delay-start,7,2020-06-29 23:56:00
1320,0.0,2.571239235e+16,2.385871287e+16,tap-delay-start,7,2020-06-29 23:57:00
1321,0.0,2.571254328e+16,2.385886538e+16,tap-delay-start,7,2020-06-29 23:58:00
1322,289282200523.0,2.5712695e+16,2.385901819e+16,tap-delay-start,7,2020-06-29 23:59:00
1323,0.0,2.571284638e+16,2.385917119e+16,tap-delay-stop,8,2020-06-30 00:00:00
1324,289285312760.0,2.571299825e+16,2.385932525e+16,tap-delay-stop,8,2020-06-30 00:01:00
1325,289285903919.0,2.571315015e+16,2.385947974e+16,tap-delay-stop,8,2020-06-30 00:02:00
1326,0.0,2.571330201e+16,2.385963358e+16,tap-delay-stop,8,2020-06-30 00:03:00
1327,0.0,2.571345328e+16,2.385978608e+16,tap-delay-stop,8,2020-06-30 00:04:00
1328,0.0,2.571360442e+16,2.385994004e+16,tap-delay-start,7,2020-06-30 00:05:00
1329,289293179522.0,2.571375594e+16,2.38600921e+16,tap-delay-start,7,2020-06-30 00:06:00
1330,0.0,2.57139056e+16,2.38602442e+16,tap-delay-start,7,2020-06-30 00:07:00
1331,0.0,2.571405526e+16,2.386039616e+16,tap-delay-start,7,2020-06-30 00:08:00
1332,289293739641.0,2.571420419e+16,2.386054746e+16,tap-delay-start,7,2020-06-30 00:09:00
1333,289293739641.0,2.571435357e+16,2.386069892e+16,tap-delay-stop,8,2020-06-30 00:10:00
1334,0.0,2.571450511e+16,2.386085131e+16,tap-delay-stop,8,2020-06-30 00:11:00
1335,0.0,2.571465445e+16,2.386100238e+16,tap-delay-stop,8,2020-06-30 00:12:00
1336,0.0,2.571480547e+16,2.386115429e+16,tap-delay-stop,8,2020-06-30 00:13:00
1337,0.0,2.571495696e+16,2.386130678e+16,tap-delay-stop,8,2020-06-30 00:14:00
1338,0.0,2.571510646e+16,2.386145924e+16,tap-delay-start,7,2020-06-30 00:15:00
1339,0.0,2.571525642e+16,2.38616096e+16,tap-delay-start,7,2020-06-30 00:16:00
1340,289304304111.0,2.571540765e+16,2.386176218e+16,tap-delay-start,7,2020-06-30 00:17:00
1341,0.0,2.571555842e+16,2.386191295e+16,tap-delay-start,7,2020-06-30 00:18:00
1342,0.0,2.571570913e+16,2.386206445e+16,tap-delay-start,7,2020-06-30 00:19:00
1343,0.0,2.571585945e+16,2.386221583e+16,tap-delay-start,7,2020-06-30 00:20:00
1344,0.0,2.571601096e+16,2.386236834e+16,tap-delay-stop,8,2020-06-30 00:21:00
1345,0.0,2.571616238e+16,2.386252089e+16,tap-delay-stop,8,2020-06-30 00:22:00
1346,0.0,2.571631306e+16,2.386267299e+16,tap-delay-stop,8,2020-06-30 00:23:00
1347,0.0,2.571646387e+16,2.386282558e+16,tap-delay-stop,8,2020-06-30 00:24:00
1348,0.0,2.571661492e+16,2.386297822e+16,tap-delay-stop,8,2020-06-30 00:25:00
1349,0.0,2.57167649e+16,2.386312984e+16,tap-delay-start,7,2020-06-30 00:26:00
1350,0.0,2.571691464e+16,2.386328122e+16,tap-delay-start,7,2020-06-30 00:27:00
1351,289322669621.0,2.571706443e+16,2.386343281e+16,tap-delay-start,7,2020-06-30 00:28:00
1352,0.0,2.571721548e+16,2.386358413e+16,tap-delay-start,7,2020-06-30 00:29:00
1353,289322669621.0,2.571736636e+16,2.386373679e+16,tap-delay-start,7,2020-06-30 00:30:00
1354,0.0,2.571751703e+16,2.386388913e+16,tap-delay-stop,8,2020-06-30 00:31:00
1355,0.0,2.57176679e+16,2.386404184e+16,tap-delay-stop,8,2020-06-30 00:32:00
1356,0.0,2.571781865e+16,2.386419356e+16,tap-delay-stop,8,2020-06-30 00:33:00
1357,289329749768.0,2.571797128e+16,2.386434733e+16,tap-delay-stop,8,2020-06-30 00:34:00
1358,289329749768.0,2.57181216e+16,2.38645005e+16,tap-delay-stop,8,2020-06-30 00:35:00
1359,0.0,2.571827434e+16,2.386465378e+16,tap-delay-start,7,2020-06-30 00:36:00
1360,0.0,2.571841276e+16,2.386479055e+16,tap-delay-start,7,2020-06-30 00:37:00
1361,0.0,2.571854571e+16,2.38649219e+16,tap-delay-start,7,2020-06-30 00:38:00
1362,0.0,2.571868026e+16,2.386505681e+16,tap-delay-start,7,2020-06-30 00:39:00
1363,289333536576.0,2.571881736e+16,2.386519391e+16,tap-delay-start,7,2020-06-30 00:40:00
1364,289336520628.0,2.57189558e+16,2.386533145e+16,tap-delay-start,7,2020-06-30 00:41:00
1365,0.0,2.571910243e+16,2.386547917e+16,tap-delay-stop,8,2020-06-30 00:42:00
1366,289336887405.0,2.571925429e+16,2.386563244e+16,tap-delay-stop,8,2020-06-30 00:43:00
1367,0.0,2.571940541e+16,2.386578439e+16,tap-delay-stop,8,2020-06-30 00:44:00
1368,289340061360.0,2.57195549e+16,2.386593559e+16,tap-delay-stop,8,2020-06-30 00:45:00
1369,0.0,2.571970646e+16,2.386608754e+16,tap-delay-stop,8,2020-06-30 00:46:00
1370,0.0,2.571985682e+16,2.386623903e+16,tap-delay-start,7,2020-06-30 00:47:00
1371,289343280086.0,2.572000593e+16,2.386638989e+16,tap-delay-start,7,2020-06-30 00:48:00
1372,289343280086.0,2.572015607e+16,2.386654091e+16,tap-delay-start,7,2020-06-30 00:49:00
1373,289343280086.0,2.572030478e+16,2.386669031e+16,tap-delay-start,7,2020-06-30 00:50:00
1374,0.0,2.572045568e+16,2.386684234e+16,tap-delay-start,7,2020-06-30 00:51:00
1375,0.0,2.572060657e+16,2.386699573e+16,tap-delay-stop,8,2020-06-30 00:52:00
1376,0.0,2.572075737e+16,2.386714837e+16,tap-delay-stop,8,2020-06-30 00:53:00
1377,289350346690.0,2.572090808e+16,2.386730012e+16,tap-delay-stop,8,2020-06-30 00:54:00
1378,0.0,2.572105853e+16,2.386745318e+16,tap-delay-stop,8,2020-06-30 00:55:00
1379,0.0,2.572120927e+16,2.386760572e+16,tap-delay-stop,8,2020-06-30 00:56:00
1380,0.0,2.572135847e+16,2.386775785e+16,tap-delay-start,7,2020-06-30 00:57:00
1381,0.0,2.572150889e+16,2.386790906e+16,tap-delay-start,7,2020-06-30 00:58:00
1382,0.0,2.57216588e+16,2.386806214e+16,tap-delay-start,7,2020-06-30 00:59:00
1383,0.0,2.572180817e+16,2.386821442e+16,tap-delay-start,7,2020-06-30 01:00:00
1384,289356952160.0,2.572195784e+16,2.386836639e+16,tap-delay-start,7,2020-06-30 01:01:00
1385,0.0,2.572210788e+16,2.386851877e+16,tap-delay-start,7,2020-06-30 01:02:00
1386,289359476681.0,2.572225826e+16,2.386867109e+16,tap-delay-stop,8,2020-06-30 01:03:00
1387,289360983864.0,2.572240944e+16,2.386882334e+16,tap-delay-stop,8,2020-06-30 01:04:00
1388,289360983864.0,2.572256114e+16,2.386897644e+16,tap-delay-stop,8,2020-06-30 01:05:00
1389,0.0,2.572271268e+16,2.386912982e+16,tap-delay-stop,8,2020-06-30 01:06:00
1390,289364484729.0,2.57228633e+16,2.386928225e+16,tap-delay-stop,8,2020-06-30 01:07:00
1391,0.0,2.572301479e+16,2.386943473e+16,tap-delay-start,7,2020-06-30 01:08:00
1392,0.0,2.572316652e+16,2.386958694e+16,tap-delay-start,7,2020-06-30 01:09:00
1393,289364484729.0,2.572331789e+16,2.386974035e+16,tap-delay-start,7,2020-06-30 01:10:00
1394,289367582638.0,2.57234709e+16,2.386989219e+16,tap-delay-start,7,2020-06-30 01:11:00
1395,289367948394.0,2.572362399e+16,2.387004577e+16,tap-delay-start,7,2020-06-30 01:12:00
1396,289367948394.0,2.572377569e+16,2.387019772e+16,tap-delay-stop,8,2020-06-30 01:13:00
1397,289370828184.0,2.572392737e+16,2.387035049e+16,tap-delay-stop,8,2020-06-30 01:14:00
1398,0.0,2.572407914e+16,2.387050416e+16,tap-delay-stop,8,2020-06-30 01:15:00
1399,289374036761.0,2.572423127e+16,2.387065685e+16,tap-delay-stop,8,2020-06-30 01:16:00
1400,0.0,2.572438198e+16,2.387080927e+16,tap-delay-stop,8,2020-06-30 01:17:00
1401,289374449824.0,2.572453268e+16,2.387096039e+16,tap-delay-start,7,2020-06-30 01:18:00
1402,0.0,2.572468364e+16,2.387111206e+16,tap-delay-start,7,2020-06-30 01:19:00
1403,0.0,2.572483382e+16,2.387126328e+16,tap-delay-start,7,2020-06-30 01:20:00
1404,0.0,2.572498582e+16,2.387141682e+16,tap-delay-start,7,2020-06-30 01:21:00
1405,0.0,2.572513497e+16,2.387156848e+16,tap-delay-start,7,2020-06-30 01:22:00
1406,0.0,2.572528556e+16,2.387172103e+16,tap-delay-start,7,2020-06-30 01:23:00
1407,0.0,2.572543726e+16,2.387187373e+16,tap-delay-stop,8,2020-06-30 01:24:00
1408,0.0,2.572558844e+16,2.387202676e+16,tap-delay-stop,8,2020-06-30 01:25:00
1409,289385434159.0,2.572574014e+16,2.387217949e+16,tap-delay-stop,8,2020-06-30 01:26:00
1410,0.0,2.572589101e+16,2.387233235e+16,tap-delay-stop,8,2020-06-30 01:27:00
1411,0.0,2.572604324e+16,2.3872486e+16,tap-delay-stop,8,2020-06-30 01:28:00
1412,0.0,2.572619028e+16,2.387263396e+16,tap-delay-start,7,2020-06-30 01:29:00
1413,0.0,2.572632774e+16,2.387277158e+16,tap-delay-start,7,2020-06-30 01:30:00
1414,0.0,2.572646586e+16,2.387290882e+16,tap-delay-start,7,2020-06-30 01:31:00
1415,0.0,2.572660375e+16,2.387304468e+16,tap-delay-start,7,2020-06-30 01:32:00
1416,0.0,2.572674216e+16,2.387318222e+16,tap-delay-start,7,2020-06-30 01:33:00
1417,0.0,2.572688073e+16,2.387332039e+16,tap-delay-stop,8,2020-06-30 01:34:00
1418,289407144881.0,2.572703262e+16,2.387347339e+16,tap-delay-stop,8,2020-06-30 01:35:00
1419,289410736201.0,2.572718527e+16,2.387362754e+16,tap-delay-stop,8,2020-06-30 01:36:00
1420,0.0,2.5727336e+16,2.387378045e+16,tap-delay-stop,8,2020-06-30 01:37:00
1421,289411179445.0,2.572748705e+16,2.387393303e+16,tap-delay-stop,8,2020-06-30 01:38:00
1422,0.0,2.572763863e+16,2.387408674e+16,tap-delay-start,7,2020-06-30 01:39:00
1423,289411179445.0,2.572779046e+16,2.387424042e+16,tap-delay-start,7,2020-06-30 01:40:00
1424,289414520226.0,2.572794139e+16,2.38743944e+16,tap-delay-start,7,2020-06-30 01:41:00
1425,289414974503.0,2.572809285e+16,2.387454847e+16,tap-delay-start,7,2020-06-30 01:42:00
1426,289414974503.0,2.572824475e+16,2.387470129e+16,tap-delay-start,7,2020-06-30 01:43:00
1427,289417735263.0,2.572839624e+16,2.387485405e+16,tap-delay-start,7,2020-06-30 01:44:00
1428,289417735263.0,2.572854729e+16,2.387500661e+16,tap-delay-stop,8,2020-06-30 01:45:00
1429,0.0,2.57286991e+16,2.387516071e+16,tap-delay-stop,8,2020-06-30 01:46:00
1430,0.0,2.572884994e+16,2.387531347e+16,tap-delay-stop,8,2020-06-30 01:47:00
1431,0.0,2.572900115e+16,2.387546648e+16,tap-delay-stop,8,2020-06-30 01:48:00
1432,289421747467.0,2.57291523e+16,2.387562025e+16,tap-delay-stop,8,2020-06-30 01:49:00
1433,0.0,2.572930262e+16,2.387577228e+16,tap-delay-start,7,2020-06-30 01:50:00
1434,0.0,2.572945116e+16,2.38759249e+16,tap-delay-start,7,2020-06-30 01:51:00
1435,0.0,2.572959814e+16,2.387607668e+16,tap-delay-start,7,2020-06-30 01:52:00
1436,289425218419.0,2.572974676e+16,2.387622874e+16,tap-delay-start,7,2020-06-30 01:53:00
1437,0.0,2.572989582e+16,2.38763817e+16,tap-delay-start,7,2020-06-30 01:54:00
1438,289429257478.0,2.573004441e+16,2.387653436e+16,tap-delay-stop,8,2020-06-30 01:55:00
1439,0.0,2.573019597e+16,2.387668677e+16,tap-delay-stop,8,2020-06-30 01:56:00
1440,289433034195.0,2.573034716e+16,2.387683901e+16,tap-delay-stop,8,2020-06-30 01:57:00
1441,0.0,2.573049813e+16,2.38769914e+16,tap-delay-stop,8,2020-06-30 01:58:00
1442,289433034195.0,2.573064905e+16,2.387714357e+16,tap-delay-stop,8,2020-06-30 01:59:00
1443,0.0,2.573080033e+16,2.387729623e+16,tap-delay-start,7,2020-06-30 02:00:00
1444,0.0,2.573094895e+16,2.387744781e+16,tap-delay-start,7,2020-06-30 02:01:00
1445,289435973829.0,2.573109671e+16,2.387760067e+16,tap-delay-start,7,2020-06-30 02:02:00
1446,0.0,2.573124519e+16,2.387775162e+16,tap-delay-start,7,2020-06-30 02:03:00
1447,289442838509.0,2.573139198e+16,2.387790353e+16,tap-delay-start,7,2020-06-30 02:04:00
1448,0.0,2.573153947e+16,2.387805574e+16,tap-delay-start,7,2020-06-30 02:05:00
1449,0.0,2.573169034e+16,2.38782081e+16,tap-delay-stop,8,2020-06-30 02:06:00
1450,0.0,2.573184131e+16,2.387836094e+16,tap-delay-stop,8,2020-06-30 02:07:00
1451,0.0,2.573199337e+16,2.387851261e+16,tap-delay-stop,8,2020-06-30 02:08:00
1452,289448728989.0,2.573214477e+16,2.38786654e+16,tap-delay-stop,8,2020-06-30 02:09:00
1453,0.0,2.5732296e+16,2.387881881e+16,tap-delay-stop,8,2020-06-30 02:10:00
1454,289451738713.0,2.573244582e+16,2.387897124e+16,tap-delay-start,7,2020-06-30 02:11:00
1455,289452261051.0,2.573259105e+16,2.387912353e+16,tap-delay-start,7,2020-06-30 02:12:00
1456,0.0,2.573273769e+16,2.387927556e+16,tap-delay-start,7,2020-06-30 02:13:00
1457,289455684127.0,2.57328833e+16,2.387942719e+16,tap-delay-start,7,2020-06-30 02:14:00
1458,289455684127.0,2.573302945e+16,2.387957963e+16,tap-delay-start,7,2020-06-30 02:15:00
1459,289458598116.0,2.573317648e+16,2.387973096e+16,tap-delay-stop,8,2020-06-30 02:16:00
1460,289459149642.0,2.573332689e+16,2.387988404e+16,tap-delay-stop,8,2020-06-30 02:17:00
1461,289459149642.0,2.573347812e+16,2.388003677e+16,tap-delay-stop,8,2020-06-30 02:18:00
1462,289459149642.0,2.573362894e+16,2.388018995e+16,tap-delay-stop,8,2020-06-30 02:19:00
1463,0.0,2.573378035e+16,2.388034386e+16,tap-delay-stop,8,2020-06-30 02:20:00
1464,0.0,2.573393291e+16,2.388049683e+16,tap-delay-start,7,2020-06-30 02:21:00
1465,0.0,2.57340702e+16,2.388065136e+16,tap-delay-start,7,2020-06-30 02:22:00
1466,289462988326.0,2.573420667e+16,2.388080542e+16,tap-delay-start,7,2020-06-30 02:23:00
1467,289466421045.0,2.573434384e+16,2.38809597e+16,tap-delay-start,7,2020-06-30 02:24:00
1468,0.0,2.573448032e+16,2.388111353e+16,tap-delay-start,7,2020-06-30 02:25:00
1469,0.0,2.57346182e+16,2.388126744e+16,tap-delay-start,7,2020-06-30 02:26:00
1470,289470137590.0,2.573476303e+16,2.388142157e+16,tap-delay-stop,8,2020-06-30 02:27:00
1471,0.0,2.573491425e+16,2.388157395e+16,tap-delay-stop,8,2020-06-30 02:28:00
1472,289472508661.0,2.573506618e+16,2.388172738e+16,tap-delay-stop,8,2020-06-30 02:29:00
1473,0.0,2.573521674e+16,2.388187982e+16,tap-delay-stop,8,2020-06-30 02:30:00
1474,0.0,2.573536835e+16,2.38820318e+16,tap-delay-stop,8,2020-06-30 02:31:00
1475,0.0,2.573551459e+16,2.388218513e+16,tap-delay-start,7,2020-06-30 02:32:00
1476,0.0,2.573565109e+16,2.388233796e+16,tap-delay-start,7,2020-06-30 02:33:00
1477,0.0,2.5735786e+16,2.388249167e+16,tap-delay-start,7,2020-06-30 02:34:00
1478,0.0,2.573592251e+16,2.388264428e+16,tap-delay-start,7,2020-06-30 02:35:00
1479,0.0,2.573605953e+16,2.388279892e+16,tap-delay-start,7,2020-06-30 02:36:00
1480,0.0,2.57361973e+16,2.388295356e+16,tap-delay-stop,8,2020-06-30 02:37:00
1481,0.0,2.573634908e+16,2.388310768e+16,tap-delay-stop,8,2020-06-30 02:38:00
1482,0.0,2.573650166e+16,2.388326122e+16,tap-delay-stop,8,2020-06-30 02:39:00
1483,289482816008.0,2.573665255e+16,2.388341391e+16,tap-delay-stop,8,2020-06-30 02:40:00
1484,289482816008.0,2.573680399e+16,2.388356594e+16,tap-delay-stop,8,2020-06-30 02:41:00
1485,0.0,2.573695483e+16,2.388371866e+16,tap-delay-start,7,2020-06-30 02:42:00
1486,289495168645.0,2.573710496e+16,2.388386639e+16,tap-delay-start,7,2020-06-30 02:43:00
1487,0.0,2.573725572e+16,2.388401606e+16,tap-delay-start,7,2020-06-30 02:44:00
1488,0.0,2.573740607e+16,2.388416518e+16,tap-delay-start,7,2020-06-30 02:45:00
1489,0.0,2.573755771e+16,2.388431441e+16,tap-delay-start,7,2020-06-30 02:46:00
1490,289502378079.0,2.573770923e+16,2.38844653e+16,tap-delay-start,7,2020-06-30 02:47:00
1491,0.0,2.573785932e+16,2.388461629e+16,tap-delay-stop,8,2020-06-30 02:48:00
1492,0.0,2.573800956e+16,2.388476971e+16,tap-delay-stop,8,2020-06-30 02:49:00
1493,289502378079.0,2.573815993e+16,2.388492108e+16,tap-delay-stop,8,2020-06-30 02:50:00
1494,0.0,2.573831076e+16,2.388507177e+16,tap-delay-stop,8,2020-06-30 02:51:00
1495,0.0,2.573846036e+16,2.388522277e+16,tap-delay-stop,8,2020-06-30 02:52:00
1496,0.0,2.573861262e+16,2.388537467e+16,tap-delay-start,7,2020-06-30 02:53:00
1497,289508672660.0,2.573876345e+16,2.388552467e+16,tap-delay-start,7,2020-06-30 02:54:00
1498,0.0,2.573891477e+16,2.388567449e+16,tap-delay-start,7,2020-06-30 02:55:00
1499,289508672660.0,2.573906599e+16,2.388582344e+16,tap-delay-start,7,2020-06-30 02:56:00
1500,289512750084.0,2.573921702e+16,2.388597366e+16,tap-delay-start,7,2020-06-30 02:57:00
1501,289512750084.0,2.573936769e+16,2.388612294e+16,tap-delay-stop,8,2020-06-30 02:58:00
1502,0.0,2.573951814e+16,2.388627512e+16,tap-delay-stop,8,2020-06-30 02:59:00
1503,289512750084.0,2.573966868e+16,2.388642676e+16,tap-delay-stop,8,2020-06-30 03:00:00
1504,0.0,2.57398208e+16,2.38865792e+16,tap-delay-stop,8,2020-06-30 03:01:00
1505,0.0,2.573997192e+16,2.388673305e+16,tap-delay-stop,8,2020-06-30 03:02:00
1506,0.0,2.574012406e+16,2.388688561e+16,tap-delay-start,7,2020-06-30 03:03:00
1507,289518838732.0,2.574027492e+16,2.388703351e+16,tap-delay-start,7,2020-06-30 03:04:00
1508,0.0,2.57404251e+16,2.38871807e+16,tap-delay-start,7,2020-06-30 03:05:00
1509,0.0,2.574057567e+16,2.388732744e+16,tap-delay-start,7,2020-06-30 03:06:00
1510,289521523992.0,2.574072582e+16,2.388747466e+16,tap-delay-start,7,2020-06-30 03:07:00
1511,0.0,2.574087612e+16,2.388762082e+16,tap-delay-start,7,2020-06-30 03:08:00
1512,0.0,2.574102574e+16,2.388777107e+16,tap-delay-stop,8,2020-06-30 03:09:00
1513,0.0,2.574117679e+16,2.388792357e+16,tap-delay-stop,8,2020-06-30 03:10:00
1514,0.0,2.574132835e+16,2.388807556e+16,tap-delay-stop,8,2020-06-30 03:11:00
1515,0.0,2.574148042e+16,2.388823053e+16,tap-delay-stop,8,2020-06-30 03:12:00
1516,289526895615.0,2.574163187e+16,2.388838416e+16,tap-delay-stop,8,2020-06-30 03:13:00
1517,0.0,2.574178188e+16,2.388852997e+16,tap-delay-start,7,2020-06-30 03:14:00
1518,0.0,2.574193175e+16,2.388866527e+16,tap-delay-start,7,2020-06-30 03:15:00
1519,0.0,2.574208362e+16,2.388880149e+16,tap-delay-start,7,2020-06-30 03:16:00
1520,0.0,2.574223445e+16,2.388893797e+16,tap-delay-start,7,2020-06-30 03:17:00
1521,289532039094.0,2.574238569e+16,2.388907438e+16,tap-delay-start,7,2020-06-30 03:18:00
1522,289532039094.0,2.574253697e+16,2.388921166e+16,tap-delay-stop,8,2020-06-30 03:19:00
1523,0.0,2.574268792e+16,2.388936418e+16,tap-delay-stop,8,2020-06-30 03:20:00
1524,0.0,2.57428395e+16,2.388951693e+16,tap-delay-stop,8,2020-06-30 03:21:00
1525,0.0,2.574299106e+16,2.388967123e+16,tap-delay-stop,8,2020-06-30 03:22:00
1526,0.0,2.574314167e+16,2.388982369e+16,tap-delay-stop,8,2020-06-30 03:23:00
1527,289540429108.0,2.574329301e+16,2.388997669e+16,tap-delay-start,7,2020-06-30 03:24:00
1528,289540429108.0,2.574344258e+16,2.389011445e+16,tap-delay-start,7,2020-06-30 03:25:00
1529,0.0,2.574359518e+16,2.38902504e+16,tap-delay-start,7,2020-06-30 03:26:00
1530,289543097049.0,2.574374576e+16,2.389038609e+16,tap-delay-start,7,2020-06-30 03:27:00
1531,0.0,2.574389721e+16,2.389052133e+16,tap-delay-start,7,2020-06-30 03:28:00
1532,0.0,2.574404845e+16,2.389065717e+16,tap-delay-start,7,2020-06-30 03:29:00
1533,289543097049.0,2.574420125e+16,2.389080396e+16,tap-delay-stop,8,2020-06-30 03:30:00
1534,289543097049.0,2.574435309e+16,2.389095758e+16,tap-delay-stop,8,2020-06-30 03:31:00
1535,0.0,2.574450518e+16,2.389111195e+16,tap-delay-stop,8,2020-06-30 03:32:00
1536,289546102728.0,2.574465666e+16,2.389126444e+16,tap-delay-stop,8,2020-06-30 03:33:00
1537,0.0,2.574480766e+16,2.389141762e+16,tap-delay-stop,8,2020-06-30 03:34:00
1538,0.0,2.574495731e+16,2.389156885e+16,tap-delay-start,7,2020-06-30 03:35:00
1539,0.0,2.574510701e+16,2.389171969e+16,tap-delay-start,7,2020-06-30 03:36:00
1540,289553419914.0,2.574525755e+16,2.389187274e+16,tap-delay-start,7,2020-06-30 03:37:00
1541,289553419914.0,2.574540885e+16,2.389202533e+16,tap-delay-start,7,2020-06-30 03:38:00
1542,289553419914.0,2.574555967e+16,2.389217823e+16,tap-delay-start,7,2020-06-30 03:39:00
1543,0.0,2.574571064e+16,2.389233133e+16,tap-delay-stop,8,2020-06-30 03:40:00
1544,0.0,2.574586184e+16,2.38924839e+16,tap-delay-stop,8,2020-06-30 03:41:00
1545,0.0,2.574601266e+16,2.389263579e+16,tap-delay-stop,8,2020-06-30 03:42:00
1546,0.0,2.574616343e+16,2.389278789e+16,tap-delay-stop,8,2020-06-30 03:43:00
1547,0.0,2.574631293e+16,2.389293858e+16,tap-delay-stop,8,2020-06-30 03:44:00
1548,289560227859.0,2.574646383e+16,2.389309059e+16,tap-delay-start,7,2020-06-30 03:45:00
1549,289560227859.0,2.574661517e+16,2.389324229e+16,tap-delay-start,7,2020-06-30 03:46:00
1550,0.0,2.574676545e+16,2.389339436e+16,tap-delay-start,7,2020-06-30 03:47:00
1551,0.0,2.574691651e+16,2.389354697e+16,tap-delay-start,7,2020-06-30 03:48:00
1552,289563391529.0,2.574706743e+16,2.389370059e+16,tap-delay-start,7,2020-06-30 03:49:00
1553,289563391529.0,2.574721906e+16,2.389385284e+16,tap-delay-start,7,2020-06-30 03:50:00
1554,0.0,2.57473715e+16,2.389400608e+16,tap-delay-stop,8,2020-06-30 03:51:00
1555,0.0,2.574752225e+16,2.38941591e+16,tap-delay-stop,8,2020-06-30 03:52:00
1556,0.0,2.574767273e+16,2.389431073e+16,tap-delay-stop,8,2020-06-30 03:53:00
1557,0.0,2.574782347e+16,2.389446273e+16,tap-delay-stop,8,2020-06-30 03:54:00
1558,0.0,2.574797398e+16,2.389461527e+16,tap-delay-stop,8,2020-06-30 03:55:00
1559,0.0,2.574812422e+16,2.389476638e+16,tap-delay-start,7,2020-06-30 03:56:00
1560,0.0,2.574827337e+16,2.389491838e+16,tap-delay-start,7,2020-06-30 03:57:00
1561,289578325246.0,2.574842333e+16,2.389507096e+16,tap-delay-start,7,2020-06-30 03:58:00
1562,0.0,2.574857251e+16,2.389522387e+16,tap-delay-start,7,2020-06-30 03:59:00
1563,0.0,2.574872213e+16,2.389537542e+16,tap-delay-start,7,2020-06-30 04:00:00
1564,289578325246.0,2.574887231e+16,2.389552697e+16,tap-delay-stop,8,2020-06-30 04:01:00
1565,0.0,2.574902302e+16,2.389568117e+16,tap-delay-stop,8,2020-06-30 04:02:00
1566,0.0,2.574917347e+16,2.389583331e+16,tap-delay-stop,8,2020-06-30 04:03:00
1567,289585169682.0,2.574932485e+16,2.389598562e+16,tap-delay-stop,8,2020-06-30 04:04:00
1568,0.0,2.57494757e+16,2.389613766e+16,tap-delay-stop,8,2020-06-30 04:05:00
1569,0.0,2.574962642e+16,2.389628893e+16,tap-delay-start,7,2020-06-30 04:06:00
