,/devices#IntGW-01/metrics/disk-device-read-latency,/devices#IntGW-01/metrics/disk-device-write-latency,/devices#IntGW-02/metrics/disk-device-read-latency,/devices#IntGW-02/metrics/disk-device-write-latency,/devices#RR-01/metrics/disk-device-read-latency,/devices#RR-01/metrics/disk-device-write-latency,/devices#TR-01/metrics/disk-device-read-latency,/devices#TR-01/metrics/disk-device-write-latency,/devices#TR-02/metrics/disk-device-read-latency,/devices#TR-02/metrics/disk-device-write-latency,/computes0/metrics/hardware-ipmi-temperature#03-cpu_2_(0x5)/hardware-ipmi-temperature,/devices#IntGW-01/metrics/cpu_util,/computes0/metrics/hardware/hardware-cpu-load-15min,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/transport/foreign-port,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/transport/local-port,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/bgp-neighbor-counters/received/keepalives,/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/bgp-neighbor-counters/sent/keepalives,/devices/modules/openconfig-interfaces/interfaces/interface/state/counters/in-unicast-pkts,/devices/modules/openconfig-interfaces/interfaces/interface/state/counters/out-unicast-pkts,/devices/modules/ietf-interfaces/interfaces-state/interface/statistics/in-unicast-pkts,/devices/modules/ietf-interfaces/interfaces-state/interface/statistics/out-unicast-pkts,/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/statistics/in-unicast-pkts,/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/statistics/out-unicast-pkts,type,type_code,/devices/modules/openconfig-interfaces/interfaces/interface/subinterfaces/subinterface/state/counters/in-unicast-pkts,/devices/modules/openconfig-interfaces/interfaces/interface/subinterfaces/subinterface/state/counters/out-unicast-pkts,/time
796,0.0,0.0,2303715404.0,269703718570.0,0.0,0.0,2805620.0,290062500461.0,0.0,0.0,54.0,62.94255297728066,17.42,8,179,54039,847,803,234600425,416921182,234600425,416921182,234600425,416921182,tap-loss-start,5,234600425,416921182,2020-06-29 15:13:00
797,0.0,0.0,2303715404.0,269703718570.0,5643616.0,288286928525.0,2805620.0,290062500461.0,0.0,0.0,54.0,62.59890972990132,17.42,8,179,54039,848,804,234602652,416925601,234602652,416925601,234602652,416925601,tap-loss-start,5,234602652,416925601,2020-06-29 15:14:00
798,0.0,0.0,2303715404.0,269703718570.0,5643616.0,288293564295.0,2805620.0,290062500461.0,4331170.0,287238850679.0,53.0,62.97010862920129,17.485,8,179,54039,849,806,234604731,416930020,234604731,416930020,234604731,416930020,tap-loss-stop,6,234604731,416930020,2020-06-29 15:15:00
799,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290062500461.0,4331170.0,287240767987.0,53.0,63.15020783731123,17.46,8,179,54039,850,807,234606952,416934440,234606952,416934440,234606952,416934440,tap-loss-stop,6,234606952,416934440,2020-06-29 15:16:00
800,0.0,0.0,2303715404.0,269707060442.0,0.0,0.0,2805620.0,290066099222.0,4331170.0,287240767987.0,54.0,62.62621296342066,17.41,8,179,54039,852,808,234609182,416938881,234609182,416938881,234609182,416938881,tap-loss-stop,6,234609182,416938881,2020-06-29 15:17:00
801,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287240767987.0,54.0,62.63585772056216,17.38,8,179,54039,853,809,234611360,416943302,234611360,416943302,234611360,416943302,tap-loss-stop,6,234611360,416943302,2020-06-29 15:18:00
802,10276791.0,288582182771.0,15585759.0,0.0,5643616.0,288302114280.0,2805620.0,290066099222.0,0.0,0.0,53.0,63.5697195717203,17.35,8,179,54039,854,810,234613395,416947723,234613395,416947723,234613395,416947723,tap-loss-stop,6,234613395,416947723,2020-06-29 15:19:00
803,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290069021334.0,4331170.0,287244346520.0,53.0,63.117502674003646,17.4,8,179,54039,855,811,234615492,416952141,234615492,416952141,234615492,416952141,tap-loss-start,5,234615492,416952141,2020-06-29 15:20:00
804,10276791.0,288585593986.0,15585759.0,0.0,0.0,0.0,2805620.0,290069350974.0,4331170.0,287244346520.0,53.0,62.4849612607412,17.36,8,179,54039,856,812,234617639,416956562,234617639,416956562,234617639,416956562,tap-loss-start,5,234617639,416956562,2020-06-29 15:21:00
805,10276791.0,288585593986.0,15585759.0,0.0,5643616.0,288310258157.0,2805620.0,290072395151.0,0.0,0.0,54.0,62.904108686699054,17.25,8,179,54039,857,813,234619798,416960984,234619798,416960984,234619798,416960984,tap-loss-start,5,234619798,416960984,2020-06-29 15:22:00
806,10276791.0,288585593986.0,2303715404.0,269715639462.0,0.0,0.0,0.0,0.0,4331170.0,287244346520.0,54.0,62.65154653828745,17.2,8,179,54039,858,814,234622043,416965409,234622043,416965409,234622043,416965409,tap-loss-start,5,234622043,416965409,2020-06-29 15:23:00
807,0.0,0.0,2303715404.0,269715639462.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,62.94573563745311,17.22,8,179,54039,859,815,234624099,416969827,234624099,416969827,234624099,416969827,tap-loss-start,5,234624099,416969827,2020-06-29 15:24:00
808,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287247387797.0,54.0,62.98344114287222,17.21,8,179,54039,860,817,234626218,416974245,234626218,416974245,234626218,416974245,tap-loss-stop,6,234626218,416974245,2020-06-29 15:25:00
809,10276791.0,288592187021.0,15585759.0,0.0,5643616.0,288313651448.0,2805620.0,290072395151.0,0.0,0.0,54.0,62.480751426945325,17.22,8,179,54039,861,818,234628390,416978664,234628390,416978664,234628390,416978664,tap-loss-stop,6,234628390,416978664,2020-06-29 15:26:00
810,10276791.0,288592187021.0,2303715404.0,269719387676.0,0.0,0.0,2805620.0,290075011763.0,0.0,0.0,54.0,62.254665855734586,17.22,8,179,54039,863,819,234630598,416983086,234630598,416983086,234630598,416983086,tap-loss-stop,6,234630598,416983086,2020-06-29 15:27:00
811,10276791.0,288592187021.0,2303715404.0,269719387676.0,5643616.0,288314139343.0,0.0,0.0,0.0,0.0,54.0,63.04582459933538,17.105,8,179,54039,864,820,234632804,416987513,234632804,416987513,234632804,416987513,tap-loss-stop,6,234632804,416987513,2020-06-29 15:28:00
812,0.0,0.0,2303715404.0,269719387676.0,5643616.0,288314139343.0,2805620.0,290075011763.0,4331170.0,287249807076.0,54.0,62.09710353840826,16.98,8,179,54039,865,821,234634907,416991932,234634907,416991932,234634907,416991932,tap-loss-stop,6,234634907,416991932,2020-06-29 15:29:00
813,10276791.0,288595263265.0,15585759.0,0.0,0.0,0.0,2805620.0,290077909934.0,0.0,0.0,54.0,63.452996760291725,16.81,8,179,54039,866,822,234637025,416996350,234637025,416996350,234637025,416996350,tap-loss-stop,6,234637025,416996350,2020-06-29 15:30:00
814,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,62.49330265477773,16.9,8,179,54039,867,823,234639235,417000782,234639235,417000782,234639235,417000782,tap-loss-start,5,234639235,417000782,2020-06-29 15:31:00
815,10276791.0,288595699665.0,15585759.0,0.0,0.0,0.0,2805620.0,290083857080.0,0.0,0.0,54.0,62.662187052016506,16.85,8,179,54039,868,824,234641360,417005200,234641360,417005200,234641360,417005200,tap-loss-start,5,234641360,417005200,2020-06-29 15:32:00
816,10276791.0,288595699665.0,2303715404.0,269725899603.0,5643616.0,288321810384.0,0.0,0.0,4331170.0,287253474714.0,53.0,62.7103369285982,16.825000000000003,8,179,54039,869,825,234643611,417009628,234643611,417009628,234643611,417009628,tap-loss-start,5,234643611,417009628,2020-06-29 15:33:00
817,10276791.0,288599163340.0,15585759.0,0.0,0.0,0.0,2805620.0,290083857080.0,4331170.0,287253474714.0,54.0,62.44150934890357,16.825000000000003,8,179,54039,870,826,234645784,417014049,234645784,417014049,234645784,417014049,tap-loss-start,5,234645784,417014049,2020-06-29 15:34:00
818,0.0,0.0,2303715404.0,269725899603.0,0.0,0.0,2805620.0,290083857080.0,4331170.0,287259728472.0,53.0,62.9662144365692,16.7,8,179,54039,871,827,234647906,417018468,234647906,417018468,234647906,417018468,tap-loss-start,5,234647906,417018468,2020-06-29 15:35:00
819,10276791.0,288603184398.0,2303715404.0,269730445978.0,5643616.0,288321810384.0,0.0,0.0,4331170.0,287261571092.0,53.0,62.29771483839781,16.695,8,179,54039,872,828,234650183,417022890,234650183,417022890,234650183,417022890,tap-loss-stop,6,234650183,417022890,2020-06-29 15:36:00
820,0.0,0.0,2303715404.0,269732596485.0,0.0,0.0,0.0,0.0,4331170.0,287261571092.0,53.0,63.068919664823085,16.61,8,179,54039,874,830,234652450,417027312,234652450,417027312,234652450,417027312,tap-loss-stop,6,234652450,417027312,2020-06-29 15:37:00
821,10276791.0,288603184398.0,2303715404.0,269732596485.0,0.0,0.0,2805620.0,290089115292.0,0.0,0.0,54.0,62.48995926431896,16.61,8,179,54039,875,831,234654631,417031736,234654631,417031736,234654631,417031736,tap-loss-stop,6,234654631,417031736,2020-06-29 15:38:00
822,10276791.0,288603184398.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,63.38022231955355,16.405,8,179,54039,876,832,234656635,417036156,234656635,417036156,234656635,417036156,tap-loss-stop,6,234656635,417036156,2020-06-29 15:39:00
823,10276791.0,288606755740.0,15585759.0,0.0,0.0,0.0,2805620.0,290092636956.0,0.0,0.0,53.0,63.70750700957403,16.24,8,179,54039,877,833,234658741,417040576,234658741,417040576,234658741,417040576,tap-loss-stop,6,234658741,417040576,2020-06-29 15:40:00
824,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290093016087.0,0.0,0.0,54.0,63.50989970898883,16.24,8,179,54039,878,834,234660745,417044995,234660745,417044995,234660745,417044995,tap-loss-start,5,234660745,417044995,2020-06-29 15:41:00
825,10276791.0,288607146235.0,15585759.0,0.0,0.0,0.0,2805620.0,290097589225.0,0.0,0.0,54.0,62.82847436568379,16.24,8,179,54039,879,835,234662851,417049413,234662851,417049413,234662851,417049413,tap-loss-start,5,234662851,417049413,2020-06-29 15:42:00
826,0.0,0.0,2303715404.0,269739053748.0,0.0,0.0,2805620.0,290097589225.0,0.0,0.0,53.0,62.95669382614274,16.185000000000002,8,179,54039,880,836,234665055,417053841,234665055,417053841,234665055,417053841,tap-loss-start,5,234665055,417053841,2020-06-29 15:43:00
827,10276791.0,288610890958.0,15585759.0,0.0,5643616.0,288335903894.0,2805620.0,290097589225.0,0.0,0.0,53.0,62.13540758134659,16.55,8,179,54039,881,837,234667097,417058259,234667097,417058259,234667097,417058259,tap-loss-start,5,234667097,417058259,2020-06-29 15:44:00
828,10276791.0,288614304469.0,2303715404.0,269739053748.0,5643616.0,288335903894.0,0.0,0.0,0.0,0.0,54.0,62.67162314054952,17.09,8,179,54039,883,838,234669295,417062681,234669295,417062681,234669295,417062681,tap-loss-start,5,234669295,417062681,2020-06-29 15:45:00
829,0.0,0.0,2303715404.0,269742900749.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,60.69361655575775,17.53,8,179,54039,884,839,234671479,417067101,234671479,417067101,234671479,417067101,tap-loss-stop,6,234671479,417067101,2020-06-29 15:46:00
830,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,62.30834456561367,17.44,8,179,54039,885,840,234673671,417071523,234673671,417071523,234673671,417071523,tap-loss-stop,6,234673671,417071523,2020-06-29 15:47:00
831,0.0,0.0,15585759.0,0.0,5643616.0,288339311551.0,0.0,0.0,0.0,0.0,54.0,62.82446530251319,17.405,8,179,54039,886,842,234675822,417075947,234675822,417075947,234675822,417075947,tap-loss-stop,6,234675822,417075947,2020-06-29 15:48:00
832,0.0,0.0,2303715404.0,269742900749.0,0.0,0.0,2805620.0,290101234081.0,4331170.0,287272373943.0,54.0,62.9097509864618,17.4,8,179,54039,887,843,234678030,417080366,234678030,417080366,234678030,417080366,tap-loss-stop,6,234678030,417080366,2020-06-29 15:49:00
833,0.0,0.0,2303715404.0,269742900749.0,5643616.0,288339311551.0,0.0,0.0,0.0,0.0,54.0,63.85923260981737,17.52,8,179,54039,888,844,234680163,417084785,234680163,417084785,234680163,417084785,tap-loss-stop,6,234680163,417084785,2020-06-29 15:50:00
834,10276791.0,288618450951.0,2303715404.0,269747026936.0,5643616.0,288342522204.0,2805620.0,290104623543.0,4331170.0,287277252966.0,53.0,62.42499462688217,17.58,8,179,54039,889,845,234682439,417089218,234682439,417089218,234682439,417089218,tap-loss-stop,6,234682439,417089218,2020-06-29 15:51:00
835,0.0,0.0,2303715404.0,269750460134.0,0.0,0.0,2805620.0,290108612585.0,4331170.0,287279413463.0,52.0,63.45795084087899,17.53,8,179,54039,890,846,234684498,417093638,234684498,417093638,234684498,417093638,tap-loss-start,5,234684498,417093638,2020-06-29 15:52:00
836,0.0,0.0,2303715404.0,269750938888.0,5643616.0,288346012607.0,0.0,0.0,0.0,0.0,53.0,62.60398278515315,17.44,8,179,54039,891,847,234686623,417098061,234686623,417098061,234686623,417098061,tap-loss-start,5,234686623,417098061,2020-06-29 15:53:00
837,10276791.0,288622666489.0,2303715404.0,269750938888.0,0.0,0.0,0.0,0.0,4331170.0,287279413463.0,53.0,62.20531804680938,17.44,8,179,54039,892,848,234688714,417102478,234688714,417102478,234688714,417102478,tap-loss-start,5,234688714,417102478,2020-06-29 15:54:00
838,10276791.0,288625909273.0,15585759.0,0.0,5643616.0,288346012607.0,2805620.0,290108612585.0,0.0,0.0,53.0,62.94703602454053,17.39,8,179,54039,894,849,234690838,417106898,234690838,417106898,234690838,417106898,tap-loss-start,5,234690838,417106898,2020-06-29 15:55:00
839,10276791.0,288626317392.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287286450553.0,53.0,61.849258507736224,17.29,8,179,54039,895,850,234692875,417111316,234692875,417111316,234692875,417111316,tap-loss-start,5,234692875,417111316,2020-06-29 15:56:00
840,10276791.0,288626317392.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287286450553.0,52.0,62.72087383174666,17.295,8,179,54039,896,851,234695107,417115737,234695107,417115737,234695107,417115737,tap-loss-stop,6,234695107,417115737,2020-06-29 15:57:00
841,0.0,0.0,15585759.0,0.0,5643616.0,288349182861.0,0.0,0.0,0.0,0.0,53.0,63.01576438735951,17.23,8,179,54039,897,852,234697255,417120162,234697255,417120162,234697255,417120162,tap-loss-stop,6,234697255,417120162,2020-06-29 15:58:00
842,10276791.0,288626317392.0,2303715404.0,269754126943.0,0.0,0.0,2805620.0,290112672224.0,0.0,0.0,53.0,63.097401210973416,17.16,8,179,54039,898,853,234699304,417124580,234699304,417124580,234699304,417124580,tap-loss-stop,6,234699304,417124580,2020-06-29 15:59:00
843,0.0,0.0,2303715404.0,269754126943.0,5643616.0,288349182861.0,0.0,0.0,4331170.0,287289856705.0,53.0,62.72311285640609,17.08,8,179,54039,899,854,234701789,417129001,234701789,417129001,234701789,417129001,tap-loss-stop,6,234701789,417129001,2020-06-29 16:00:00
844,10276791.0,288630258254.0,15585759.0,0.0,5643616.0,288353405049.0,0.0,0.0,4331170.0,287290472820.0,53.0,63.14918445005481,17.03,8,179,54039,900,855,234704005,417133423,234704005,417133423,234704005,417133423,tap-loss-stop,6,234704005,417133423,2020-06-29 16:01:00
845,10276791.0,288630258254.0,15585759.0,0.0,5643616.0,288357345670.0,0.0,0.0,4331170.0,287290472820.0,53.0,63.36373571606066,16.94,8,179,54039,901,857,234706053,417137840,234706053,417137840,234706053,417137840,tap-loss-start,5,234706053,417137840,2020-06-29 16:02:00
846,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287290472820.0,53.0,63.177711868941735,16.94,8,179,54039,902,858,234708156,417142264,234708156,417142264,234708156,417142264,tap-loss-start,5,234708156,417142264,2020-06-29 16:03:00
847,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290120155091.0,4331170.0,287290472820.0,53.0,63.67105431690332,16.990000000000002,8,179,54039,903,859,234710359,417146684,234710359,417146684,234710359,417146684,tap-loss-start,5,234710359,417146684,2020-06-29 16:04:00
848,10276791.0,288657351923.0,15585759.0,0.0,0.0,0.0,2805620.0,290120155091.0,0.0,0.0,54.0,63.20879647345348,16.91,8,179,54039,904,859,234712464,417151104,234712464,417151104,234712464,417151104,tap-loss-start,5,234712464,417151104,2020-06-29 16:05:00
849,0.0,0.0,2303715404.0,269773839979.0,0.0,0.0,2805620.0,290120155091.0,0.0,0.0,53.0,62.58111166066,16.95,8,179,54039,905,860,234714599,417155523,234714599,417155523,234714599,417155523,tap-loss-start,5,234714599,417155523,2020-06-29 16:06:00
850,10276791.0,288657730930.0,15585759.0,0.0,5643616.0,288359663376.0,2805620.0,290124261342.0,0.0,0.0,53.0,62.01806209658068,16.95,8,179,54039,907,861,234716826,417159944,234716826,417159944,234716826,417159944,tap-loss-stop,6,234716826,417159944,2020-06-29 16:07:00
851,0.0,0.0,2303715404.0,269773839979.0,5643616.0,288359663376.0,0.0,0.0,0.0,0.0,53.0,62.53489887656168,17.04,8,179,54039,908,862,234719047,417164368,234719047,417164368,234719047,417164368,tap-loss-stop,6,234719047,417164368,2020-06-29 16:08:00
852,10276791.0,288659744012.0,15585759.0,0.0,5643616.0,288359663376.0,2805620.0,290124261342.0,4331170.0,287298606091.0,53.0,63.229878037650415,17.05,8,179,54039,909,863,234721145,417168790,234721145,417168790,234721145,417168790,tap-loss-stop,6,234721145,417168790,2020-06-29 16:09:00
853,10276791.0,288667786994.0,15585759.0,0.0,0.0,0.0,2805620.0,290208008281.0,4331170.0,287302953449.0,53.0,63.23748669611936,17.11,8,179,54039,910,864,234723399,417173212,234723399,417173212,234723399,417173212,tap-loss-stop,6,234723399,417173212,2020-06-29 16:10:00
854,10276791.0,288668221752.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287303203648.0,53.0,63.15806800086405,17.22,8,179,54039,911,865,234725585,417177642,234725585,417177642,234725585,417177642,tap-loss-stop,6,234725585,417177642,2020-06-29 16:11:00
855,10276791.0,288668221752.0,2303715404.0,269784180560.0,0.0,0.0,2805620.0,290212231253.0,0.0,0.0,53.0,62.846700405196295,17.22,8,179,54039,912,866,234727713,417182063,234727713,417182063,234727713,417182063,tap-loss-stop,6,234727713,417182063,2020-06-29 16:12:00
856,10276791.0,288668221752.0,2303715404.0,269784646075.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,62.43328823564234,17.22,8,179,54039,913,868,234729830,417186490,234729830,417186490,234729830,417186490,tap-loss-start,5,234729830,417186490,2020-06-29 16:13:00
857,0.0,0.0,15585759.0,0.0,5643616.0,288365161405.0,0.0,0.0,4331170.0,287303203648.0,53.0,62.84897219911441,17.34,8,179,54039,914,868,234732014,417190910,234732014,417190910,234732014,417190910,tap-loss-start,5,234732014,417190910,2020-06-29 16:14:00
858,10276791.0,288687796161.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287307197327.0,54.0,63.08725236734123,17.43,8,179,54039,916,869,234734124,417195330,234734124,417195330,234734124,417195330,tap-loss-start,5,234734124,417195330,2020-06-29 16:15:00
859,0.0,0.0,2303715404.0,269787799163.0,0.0,0.0,0.0,0.0,4331170.0,287310774940.0,54.0,63.356494465290425,17.51,8,179,54039,917,869,234736276,417199751,234736276,417199751,234736276,417199751,tap-loss-start,5,234736276,417199751,2020-06-29 16:16:00
860,0.0,0.0,2303715404.0,269787799163.0,5643616.0,288369538344.0,2805620.0,290219023001.0,4331170.0,287310774940.0,54.0,63.14142693360707,17.55,8,179,54039,918,871,234738397,417204187,234738397,417204187,234738397,417204187,tap-loss-start,5,234738397,417204187,2020-06-29 16:17:00
861,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,62.713556853990944,17.67,8,179,54039,919,872,234740558,417208612,234740558,417208612,234740558,417208612,tap-loss-stop,6,234740558,417208612,2020-06-29 16:18:00
862,0.0,0.0,15585759.0,0.0,5643616.0,288369538344.0,0.0,0.0,4331170.0,287310774940.0,55.0,62.73680740808344,17.72,8,179,54039,920,873,234742760,417213033,234742760,417213033,234742760,417213033,tap-loss-stop,6,234742760,417213033,2020-06-29 16:19:00
863,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290222434876.0,0.0,0.0,54.0,63.31190266106415,17.674999999999997,8,179,54039,921,874,234744922,417217453,234744922,417217453,234744922,417217453,tap-loss-stop,6,234744922,417217453,2020-06-29 16:20:00
864,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287314865525.0,54.0,63.406731914634925,17.71,8,179,54039,922,875,234747022,417221873,234747022,417221873,234747022,417221873,tap-loss-stop,6,234747022,417221873,2020-06-29 16:21:00
865,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290226189497.0,0.0,0.0,54.0,62.7961067546474,17.65,8,179,54039,923,876,234749186,417226296,234749186,417226296,234749186,417226296,tap-loss-stop,6,234749186,417226296,2020-06-29 16:22:00
866,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287314865525.0,54.0,62.59526113399087,17.61,8,179,54039,924,877,234751380,417230723,234751380,417230723,234751380,417230723,tap-loss-start,5,234751380,417230723,2020-06-29 16:23:00
867,10276791.0,288694231514.0,15585759.0,0.0,5643616.0,288376138242.0,0.0,0.0,0.0,0.0,54.0,58.64423914176217,17.57,8,179,54039,926,878,234753543,417235143,234753543,417235143,234753543,417235143,tap-loss-start,5,234753543,417235143,2020-06-29 16:24:00
868,10276791.0,288697478283.0,2303715404.0,269797298245.0,5643616.0,288376138242.0,2805620.0,290226189497.0,0.0,0.0,53.0,53.21244569570791,17.63,8,179,54039,927,879,234755617,417239562,234755617,417239562,234755617,417239562,tap-loss-start,5,234755617,417239562,2020-06-29 16:25:00
869,10276791.0,288697853325.0,2303715404.0,269800703343.0,5643616.0,288376138242.0,0.0,0.0,0.0,0.0,53.0,61.34053062225967,17.634999999999998,8,179,54039,928,879,234757824,417243982,234757824,417243982,234757824,417243982,tap-loss-start,5,234757824,417243982,2020-06-29 16:26:00
870,0.0,0.0,2303715404.0,269800703343.0,5643616.0,288379038639.0,0.0,0.0,4331170.0,287349849615.0,53.0,58.75628022917765,17.67,8,179,54039,929,880,234759866,417248403,234759866,417248403,234759866,417248403,tap-loss-start,5,234759866,417248403,2020-06-29 16:27:00
871,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290230365734.0,4331170.0,287349849615.0,53.0,61.85474445713344,17.7,8,179,54039,930,881,234761922,417252828,234761922,417252828,234761922,417252828,tap-loss-stop,6,234761922,417252828,2020-06-29 16:28:00
872,10276791.0,288697853325.0,2303715404.0,269800703343.0,5643616.0,288379038639.0,0.0,0.0,4331170.0,287349849615.0,54.0,62.0203110090075,17.66,8,179,54039,931,882,234764023,417257249,234764023,417257249,234764023,417257249,tap-loss-stop,6,234764023,417257249,2020-06-29 16:29:00
873,10276791.0,288701468962.0,15585759.0,0.0,5643616.0,288379038639.0,0.0,0.0,0.0,0.0,54.0,63.06050425042064,17.62,8,179,54039,932,883,234766126,417261670,234766126,417261670,234766126,417261670,tap-loss-stop,6,234766126,417261670,2020-06-29 16:30:00
874,10276791.0,288701895330.0,2303715404.0,269804700874.0,5643616.0,288382782565.0,0.0,0.0,0.0,0.0,54.0,62.009599975351534,17.58,8,179,54039,933,884,234768173,417266100,234768173,417266100,234768173,417266100,tap-loss-stop,6,234768173,417266100,2020-06-29 16:31:00
875,10276791.0,288701895330.0,15585759.0,0.0,0.0,0.0,2805620.0,290238202586.0,0.0,0.0,53.0,62.16446893721461,17.63,8,179,54039,934,885,234770425,417270521,234770425,417270521,234770425,417270521,tap-loss-stop,6,234770425,417270521,2020-06-29 16:32:00
876,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290238202586.0,4331170.0,287353564302.0,54.0,62.45819844103204,17.58,8,179,54039,935,886,234772538,417274943,234772538,417274943,234772538,417274943,tap-loss-stop,6,234772538,417274943,2020-06-29 16:33:00
877,0.0,0.0,2303715404.0,269809867351.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,62.370011119501136,17.575,8,179,54039,936,887,234774720,417279368,234774720,417279368,234774720,417279368,tap-loss-start,5,234774720,417279368,2020-06-29 16:34:00
878,0.0,0.0,15585759.0,0.0,5643616.0,288386244880.0,2805620.0,290238202586.0,0.0,0.0,54.0,62.447973903701765,17.71,8,179,54039,937,888,234776825,417283785,234776825,417283785,234776825,417283785,tap-loss-start,5,234776825,417283785,2020-06-29 16:35:00
879,10276791.0,288709621213.0,2303715404.0,269814407374.0,5643616.0,288386244880.0,0.0,0.0,4331170.0,287360098382.0,54.0,62.39141009130133,17.78,8,179,54039,938,888,234778882,417288206,234778882,417288206,234778882,417288206,tap-loss-start,5,234778882,417288206,2020-06-29 16:36:00
880,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290242030053.0,4331170.0,287360098382.0,53.0,62.7061090481066,17.77,8,179,54039,940,889,234780992,417292626,234780992,417292626,234780992,417292626,tap-loss-start,5,234780992,417292626,2020-06-29 16:37:00
881,10276791.0,288709621213.0,15585759.0,0.0,0.0,0.0,0.0,0.0,4331170.0,287360098382.0,54.0,63.14876052565712,17.775,8,179,54039,941,891,234783211,417297048,234783211,417297048,234783211,417297048,tap-loss-start,5,234783211,417297048,2020-06-29 16:38:00
882,0.0,0.0,2303715404.0,269814407374.0,5643616.0,288389091972.0,0.0,0.0,0.0,0.0,53.0,63.55612918070031,17.68,8,179,54039,942,891,234785207,417301472,234785207,417301472,234785207,417301472,tap-loss-stop,6,234785207,417301472,2020-06-29 16:39:00
883,10276791.0,288712454236.0,2303715404.0,269814407374.0,0.0,0.0,2805620.0,290245133971.0,4331170.0,287364078589.0,53.0,63.496675191475006,17.56,8,179,54039,943,892,234787450,417305891,234787450,417305891,234787450,417305891,tap-loss-stop,6,234787450,417305891,2020-06-29 16:40:00
884,0.0,0.0,2303715404.0,269817903115.0,0.0,0.0,2805620.0,290247276842.0,4331170.0,287364463103.0,53.0,63.28884457258894,17.56,8,179,54039,944,893,234789631,417310311,234789631,417310311,234789631,417310311,tap-loss-stop,6,234789631,417310311,2020-06-29 16:41:00
885,10276791.0,288712893223.0,15585759.0,0.0,5643616.0,288394270235.0,0.0,0.0,4331170.0,287364463103.0,53.0,63.04003708760474,17.49,8,179,54039,945,894,234791808,417314735,234791808,417314735,234791808,417314735,tap-loss-stop,6,234791808,417314735,2020-06-29 16:42:00
886,0.0,0.0,2303715404.0,269821301472.0,5643616.0,288394270235.0,2805620.0,290251538500.0,0.0,0.0,53.0,63.43304422091577,17.515,8,179,54039,946,896,234793985,417319153,234793985,417319153,234793985,417319153,tap-loss-stop,6,234793985,417319153,2020-06-29 16:43:00
887,0.0,0.0,15585759.0,0.0,0.0,0.0,2805620.0,290256927759.0,0.0,0.0,53.0,62.76026636834205,17.515,8,179,54039,947,897,234796154,417323582,234796154,417323582,234796154,417323582,tap-loss-start,5,234796154,417323582,2020-06-29 16:44:00
888,0.0,0.0,15585759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,62.57027367517322,17.59,8,179,54039,948,898,234798326,417328005,234798326,417328005,234798326,417328005,tap-loss-start,5,234798326,417328005,2020-06-29 16:45:00
889,0.0,0.0,15585759.0,0.0,5643616.0,288394270235.0,0.0,0.0,4331170.0,287371886687.0,53.0,63.029973672400125,17.59,8,179,54039,949,899,234800553,417332425,234800553,417332425,234800553,417332425,tap-loss-start,5,234800553,417332425,2020-06-29 16:46:00
